700	0	0.20420241526019	1
710	0	0.13373793668112	1
720	0	0.12255401768148	1
730	0	0.13784187051931	1
740	0	0.18473839643402	1
750	0	0.18568822664389	1
760	0	0.1340835985145	1
770	0	0.094108914214151	1
780	0	0.078406615432773	1
790	0	0.079743979210135	1
800	0	0.094104570495065	1
810	0	0.1136514086151	1
820	0	0.11339377151814	1
830	0	0.067801665769355	1
840	0	0.048000021693647	1
850	0	0.037217626335425	1
860	0	0.032609816184844	1
870	0	0.032447209765854	1
880	0	0.035116662787504	1
890	0	0.039957531700929	1
900	0	0.042175622916142	1
910	0	0.036784400066961	1
920	0	0.02705527585525	1
930	0	0.018980095943194	1
940	0	0.013994090226633	1
950	0	0.010989712069664	1
960	0	0.0093261757689227	1
970	0	0.0085169742618404	1
980	0	0.0081714920137078	1
990	0	0.0080246788690088	1
1000	0	0.0077537429609029	1
700	100	0.14750570345515	0.7223504348232
701	100	0.14408408142577	0.74015143438181
702	100	0.14065467816495	0.75829723239383
703	100	0.13773686096892	0.77816268391785
704	100	0.13525448156136	0.80035351139194
704.5	100	0.13418143091034	0.81186089982601
706	100	0.13160956438835	0.84979644357942
707	100	0.13039990363749	0.87670185933399
708	100	0.12957996741557	0.90490742368851
709	100	0.12915773897965	0.93481325414454
710	100	0.12909567563213	0.96528837542886
711	100	0.12937868127484	0.99659644936006
712	100	0.13006343199632	1.0293350885141
712.6	100	0.13058624757928	1.0486347704662
714	100	0.13403654093823	1.0923235299895
715	100	0.136956162999	1.1241514120371
716	100	0.14013876529576	1.155249109762
717	100	0.14376468052204	1.1869232193249
718	100	0.14767602001397	1.2177660547105
719	100	0.1518185660797	1.2471280820367
720	100	0.15826344007757	1.2913770031505
720.8	100	0.16032101876838	1.2988893167336
722	100	0.16487823548092	1.3323922059536
723	100	0.16878039049379	1.3572936355995
724	100	0.17268193400401	1.3791552435875
725	100	0.17676497769605	1.3981488293243
726	100	0.18077195103619	1.4128428148947
727	100	0.18464610221702	1.4229016290126
728	100	0.19030956161233	1.4431261146139
729.3	100	0.1924309102114	1.4245489152461
730	100	0.19560109323164	1.4190252388097
731	100	0.19946203840251	1.4040191800017
732	100	0.20269995228371	1.3829316926202
733	100	0.20525484866812	1.3562420339573
734	100	0.20697967911456	1.323887184711
735	100	0.20779125852843	1.2863620542338
736	100	0.20772604003208	1.244894030074
737	100	0.20671852346701	1.2000313886336
738	100	0.20482629917055	1.1529826857765
739	100	0.20007530187855	1.1028735623984
740	100	0.19465443358391	1.0536761027556
741	100	0.18880609839867	1.0056256660685
742	100	0.18228358300369	0.95891754329448
743	100	0.1752367658053	0.91335775962009
744	100	0.16830080159134	0.87310217745072
745	100	0.16121760223092	0.83592085836544
746	100	0.15440798534717	0.80415126604019
746.9	100	0.14809283965703	0.77772459358466
748	100	0.14258634623719	0.75174244830354
749	100	0.1379081947955	0.73314758164058
750	100	0.13332134906208	0.71798493351847
751	100	0.12904325539976	0.70668860532428
752	100	0.12495524567226	0.69875928847226
753	100	0.12121567142312	0.69415925734974
754	100	0.11767808005271	0.69246935498647
755	100	0.11442547926311	0.69358288000385
756	100	0.11148905943909	0.69698079959198
757	100	0.10761153979688	0.70220420813694
758	100	0.10407838073295	0.70924794283785
759	100	0.1006630241525	0.71747066140909
760	100	0.097761095726292	0.7291055491453
761	100	0.095024924896513	0.74110008683118
762	100	0.092476880638875	0.75460310251615
763	100	0.090227995276961	0.76940226877915
764	100	0.088105720034657	0.78512879294158
765.3	100	0.08576750313785	0.80775376299737
